"seqname","accession","tax_id","tax_name","isType","ok","i","outlier","selected","label"
"123B-25","","186802_1","BVAB1",FALSE,TRUE,1042,FALSE,TRUE,"BVAB1 (186802_1)"
"141B-3","","186802_1","BVAB1",FALSE,TRUE,1043,FALSE,TRUE,"BVAB1 (186802_1)"
"2BV-15","","186802_1","BVAB1",FALSE,TRUE,1044,FALSE,TRUE,"BVAB1 (186802_1)"
"3BV-5","","186802_1","BVAB1",FALSE,TRUE,1049,FALSE,TRUE,"BVAB1 (186802_1)"
"7BV-93","","186802_1","BVAB1",FALSE,TRUE,1056,FALSE,TRUE,"BVAB1 (186802_1)"
"123B-28","","186802_2","BVAB2",FALSE,TRUE,1058,FALSE,TRUE,"BVAB2 (186802_2)"
"163B-51","","186802_2","BVAB2",FALSE,TRUE,1061,FALSE,TRUE,"BVAB2 (186802_2)"
"4BVB-5","","186802_2","BVAB2",FALSE,TRUE,1064,FALSE,TRUE,"BVAB2 (186802_2)"
"4BVQ-3","","186802_2","BVAB2",FALSE,TRUE,1065,FALSE,TRUE,"BVAB2 (186802_2)"
"7BVB-26","","186802_2","BVAB2",FALSE,TRUE,1069,FALSE,TRUE,"BVAB2 (186802_2)"
"112Q-85","","186802_3","BVAB3",FALSE,TRUE,1070,FALSE,TRUE,"BVAB3 (186802_3)"
"123F-17","","186802_3","BVAB3",FALSE,TRUE,1071,FALSE,TRUE,"BVAB3 (186802_3)"
"1BV-44","","186802_3","BVAB3",FALSE,TRUE,1072,FALSE,TRUE,"BVAB3 (186802_3)"
"1BVBACT-82","","186802_3","BVAB3",FALSE,TRUE,1073,FALSE,TRUE,"BVAB3 (186802_3)"
"4BVB-10","","186802_3","BVAB3",FALSE,TRUE,1076,FALSE,TRUE,"BVAB3 (186802_3)"
"123Q-17","","187101","Leptotrichia amnionii",FALSE,TRUE,1081,FALSE,TRUE,"Leptotrichia amnionii (187101)"
"5BVBACT-26","","187101","Leptotrichia amnionii",FALSE,TRUE,1088,FALSE,TRUE,"Leptotrichia amnionii (187101)"
"5BVBACT-84","","187101","Leptotrichia amnionii",FALSE,TRUE,1089,FALSE,TRUE,"Leptotrichia amnionii (187101)"
"7BVC-108","","187101","Leptotrichia amnionii",FALSE,TRUE,1092,FALSE,TRUE,"Leptotrichia amnionii (187101)"
"7BVB-17","","187101","Leptotrichia amnionii",FALSE,TRUE,1096,FALSE,TRUE,"Leptotrichia amnionii (187101)"
"4BVB-40","","2051","Mobiluncus curtisii",FALSE,TRUE,1102,FALSE,TRUE,"Mobiluncus curtisii (2051)"
"S000148549","AJ576074","2051","Mobiluncus curtisii",FALSE,TRUE,1103,FALSE,TRUE,"Mobiluncus curtisii (2051)"
"S000148552","AJ576085","2051","Mobiluncus curtisii",FALSE,TRUE,1104,FALSE,TRUE,"Mobiluncus curtisii (2051)"
"S000149189","AJ576084","2051","Mobiluncus curtisii",FALSE,TRUE,1106,FALSE,TRUE,"Mobiluncus curtisii (2051)"
"S000149439","AJ576086","2051","Mobiluncus curtisii",FALSE,TRUE,1107,FALSE,TRUE,"Mobiluncus curtisii (2051)"
"1057-129DG2R-13","","2052","Mobiluncus mulieris",FALSE,TRUE,1109,FALSE,TRUE,"Mobiluncus mulieris (2052)"
"123B-85-F","","2052","Mobiluncus mulieris",FALSE,TRUE,1110,FALSE,TRUE,"Mobiluncus mulieris (2052)"
"S000127945","AJ318410","2052","Mobiluncus mulieris",FALSE,TRUE,1111,FALSE,TRUE,"Mobiluncus mulieris (2052)"
"S000148781","AJ576079","2052","Mobiluncus mulieris",FALSE,TRUE,1116,FALSE,TRUE,"Mobiluncus mulieris (2052)"
"S000149022","AJ576076","2052","Mobiluncus mulieris",FALSE,TRUE,1117,FALSE,TRUE,"Mobiluncus mulieris (2052)"
"3001-189R-35","","2098","Mycoplasma hominis",FALSE,TRUE,1118,FALSE,TRUE,"Mycoplasma hominis (2098)"
"3025-338F-91","","2098","Mycoplasma hominis",FALSE,TRUE,1119,FALSE,TRUE,"Mycoplasma hominis (2098)"
"3025-189R-74","","2098","Mycoplasma hominis",FALSE,TRUE,1120,FALSE,TRUE,"Mycoplasma hominis (2098)"
"S000004762","AJ002266","2098","Mycoplasma hominis",FALSE,TRUE,1123,FALSE,TRUE,"Mycoplasma hominis (2098)"
"S000007585","M96660","2098","Mycoplasma hominis",FALSE,TRUE,1125,FALSE,TRUE,"Mycoplasma hominis (2098)"
"S000414333","L08642","2130","Ureaplasma urealyticum",FALSE,TRUE,1129,FALSE,TRUE,"Ureaplasma urealyticum (2130)"
"S000436101","M23935","2130","Ureaplasma urealyticum",TRUE,TRUE,1130,FALSE,TRUE,"Ureaplasma urealyticum (2130)"
"S000437046","U06094","2130","Ureaplasma urealyticum",FALSE,TRUE,1131,FALSE,TRUE,"Ureaplasma urealyticum (2130)"
"S000437047","U06095","2130","Ureaplasma urealyticum",FALSE,TRUE,1132,FALSE,TRUE,"Ureaplasma urealyticum (2130)"
"S000437048","U06096","2130","Ureaplasma urealyticum",FALSE,TRUE,1133,FALSE,TRUE,"Ureaplasma urealyticum (2130)"
"S000627084","DQ295034","216816","Bifidobacterium longum",FALSE,TRUE,1139,FALSE,TRUE,"Bifidobacterium longum (216816)"
"S000805616","EF203956","216816","Bifidobacterium longum",FALSE,TRUE,1140,FALSE,TRUE,"Bifidobacterium longum (216816)"
"S001292608","EU372978","216816","Bifidobacterium longum",FALSE,TRUE,1143,FALSE,TRUE,"Bifidobacterium longum (216816)"
"S001352705","FJ861663","216816","Bifidobacterium longum",FALSE,TRUE,1144,FALSE,TRUE,"Bifidobacterium longum (216816)"
"S001352707","FJ861665","216816","Bifidobacterium longum",FALSE,TRUE,1145,FALSE,TRUE,"Bifidobacterium longum (216816)"
"123F3-61","","2702","Gardnerella vaginalis",FALSE,TRUE,1152,FALSE,TRUE,"Gardnerella vaginalis (2702)"
"4BVQ-13","","2702","Gardnerella vaginalis",FALSE,TRUE,1168,FALSE,TRUE,"Gardnerella vaginalis (2702)"
"5BV-17","","2702","Gardnerella vaginalis",FALSE,TRUE,1169,FALSE,TRUE,"Gardnerella vaginalis (2702)"
"7BVB-6","","2702","Gardnerella vaginalis",FALSE,TRUE,1188,FALSE,TRUE,"Gardnerella vaginalis (2702)"
"S000436355","M58744","2702","Gardnerella vaginalis",TRUE,TRUE,1189,FALSE,TRUE,"Gardnerella vaginalis (2702)"
"4VAG-92","","28035","Staphylococcus lugdunensis",FALSE,TRUE,1191,FALSE,TRUE,"Staphylococcus lugdunensis (28035)"
"S000381988","AB009941","28035","Staphylococcus lugdunensis",TRUE,TRUE,1192,FALSE,TRUE,"Staphylococcus lugdunensis (28035)"
"S000482457","AY903256","28035","Staphylococcus lugdunensis",FALSE,TRUE,1193,FALSE,TRUE,"Staphylococcus lugdunensis (28035)"
"S000482459","AY903258","28035","Staphylococcus lugdunensis",FALSE,TRUE,1195,FALSE,TRUE,"Staphylococcus lugdunensis (28035)"
"S001588040","EU373527","28035","Staphylococcus lugdunensis",FALSE,TRUE,1196,FALSE,TRUE,"Staphylococcus lugdunensis (28035)"
"S000386901","AF003929","28037","Streptococcus mitis",TRUE,TRUE,1199,FALSE,TRUE,"Streptococcus mitis (28037)"
"S000405651","AY281076","28037","Streptococcus mitis",FALSE,TRUE,1201,FALSE,TRUE,"Streptococcus mitis (28037)"
"S000617862","AM157420","28037","Streptococcus mitis",FALSE,TRUE,1208,FALSE,TRUE,"Streptococcus mitis (28037)"
"S001187498","EU156762","28037","Streptococcus mitis",FALSE,TRUE,1215,FALSE,TRUE,"Streptococcus mitis (28037)"
"S001352169","FJ823148","28037","Streptococcus mitis",FALSE,TRUE,1219,FALSE,TRUE,"Streptococcus mitis (28037)"
"112Q-98","","28123","Porphyromonas asaccharolytica",FALSE,TRUE,1227,FALSE,TRUE,"Porphyromonas asaccharolytica (28123)"
"113S1-51","","28123","Porphyromonas asaccharolytica",FALSE,TRUE,1229,FALSE,TRUE,"Porphyromonas asaccharolytica (28123)"
"123F2-107","","28123","Porphyromonas asaccharolytica",FALSE,TRUE,1230,FALSE,TRUE,"Porphyromonas asaccharolytica (28123)"
"3025-189R-43","","28123","Porphyromonas asaccharolytica",FALSE,TRUE,1234,FALSE,TRUE,"Porphyromonas asaccharolytica (28123)"
"S000414473","L16490","28123","Porphyromonas asaccharolytica",TRUE,TRUE,1237,TRUE,TRUE,"Porphyromonas asaccharolytica (28123)"
"123F-82","","28125","Prevotella bivia",FALSE,TRUE,1239,FALSE,TRUE,"Prevotella bivia (28125)"
"127Q-23","","28125","Prevotella bivia",FALSE,TRUE,1241,FALSE,TRUE,"Prevotella bivia (28125)"
"258B-16","","28125","Prevotella bivia",FALSE,TRUE,1243,FALSE,TRUE,"Prevotella bivia (28125)"
"3025-189R-64","","28125","Prevotella bivia",FALSE,TRUE,1244,FALSE,TRUE,"Prevotella bivia (28125)"
"S000414458","L16475","28125","Prevotella bivia",TRUE,TRUE,1245,FALSE,TRUE,"Prevotella bivia (28125)"
"127B-60","","28127","Prevotella buccalis",FALSE,TRUE,1246,FALSE,TRUE,"Prevotella buccalis (28127)"
"136B-75","","28127","Prevotella buccalis",FALSE,TRUE,1247,FALSE,TRUE,"Prevotella buccalis (28127)"
"141B-14","","28127","Prevotella buccalis",FALSE,TRUE,1248,FALSE,TRUE,"Prevotella buccalis (28127)"
"S000414459","L16476","28127","Prevotella buccalis",TRUE,TRUE,1249,FALSE,TRUE,"Prevotella buccalis (28127)"
"123F-19","","28130","Prevotella disiens",FALSE,TRUE,1250,FALSE,TRUE,"Prevotella disiens (28130)"
"123Q-10","","28130","Prevotella disiens",FALSE,TRUE,1251,FALSE,TRUE,"Prevotella disiens (28130)"
"S000414466","L16483","28130","Prevotella disiens",TRUE,TRUE,1252,FALSE,TRUE,"Prevotella disiens (28130)"
"S001242365","FJ449846","287","Pseudomonas aeruginosa",FALSE,TRUE,1259,FALSE,TRUE,"Pseudomonas aeruginosa (287)"
"S000010427","X06684","287","Pseudomonas aeruginosa",TRUE,TRUE,1274,TRUE,TRUE,"Pseudomonas aeruginosa (287)"
"S000965468","EF102842","287","Pseudomonas aeruginosa",FALSE,TRUE,1386,FALSE,TRUE,"Pseudomonas aeruginosa (287)"
"S001170129","FJ009393","287","Pseudomonas aeruginosa",FALSE,TRUE,1434,FALSE,TRUE,"Pseudomonas aeruginosa (287)"
"S001187879","EU710872","287","Pseudomonas aeruginosa",FALSE,TRUE,1445,FALSE,TRUE,"Pseudomonas aeruginosa (287)"
"123Q-31","","293545","Sutterella morbirenis",FALSE,TRUE,1515,FALSE,TRUE,"Sutterella morbirenis (293545)"
"S000775302","AJ832129","293545","Sutterella morbirenis",FALSE,TRUE,1516,FALSE,TRUE,"Sutterella morbirenis (293545)"
"S000381984","AB009937","29388","Staphylococcus capitis",TRUE,TRUE,1517,FALSE,TRUE,"Staphylococcus capitis (29388)"
"S000434638","AY030321","29388","Staphylococcus capitis",FALSE,TRUE,1520,FALSE,TRUE,"Staphylococcus capitis (29388)"
"S000926528","EU071603","29388","Staphylococcus capitis",FALSE,TRUE,1521,FALSE,TRUE,"Staphylococcus capitis (29388)"
"S001263906","FJ357608","29388","Staphylococcus capitis",FALSE,TRUE,1528,FALSE,TRUE,"Staphylococcus capitis (29388)"
"S001263912","FJ357614","29388","Staphylococcus capitis",FALSE,TRUE,1529,FALSE,TRUE,"Staphylococcus capitis (29388)"
"S000022197","Z76662","294","Pseudomonas fluorescens",TRUE,TRUE,1548,FALSE,TRUE,"Pseudomonas fluorescens (294)"
"S001015548","EU434546","294","Pseudomonas fluorescens",FALSE,TRUE,1662,FALSE,TRUE,"Pseudomonas fluorescens (294)"
"S001015580","EU434578","294","Pseudomonas fluorescens",FALSE,TRUE,1664,FALSE,TRUE,"Pseudomonas fluorescens (294)"
"S001097562","EU586046","294","Pseudomonas fluorescens",FALSE,TRUE,1673,FALSE,TRUE,"Pseudomonas fluorescens (294)"
"S001549441","FJ950542","294","Pseudomonas fluorescens",FALSE,TRUE,1701,FALSE,TRUE,"Pseudomonas fluorescens (294)"
"7BVC-4","","29465","Veillonella",FALSE,TRUE,1740,FALSE,TRUE,"Veillonella (29465)"
"7BVA-4","","29465","Veillonella",FALSE,TRUE,1741,FALSE,TRUE,"Veillonella (29465)"
"123F-67","","2_1","Novel bacterial clone type 1",FALSE,TRUE,1742,FALSE,TRUE,"Novel bacterial clone type 1 (2_1)"
"123F2-102","","2_1","Novel bacterial clone type 1",FALSE,TRUE,1743,FALSE,TRUE,"Novel bacterial clone type 1 (2_1)"
"123F3-53","","2_1","Novel bacterial clone type 1",FALSE,TRUE,1744,FALSE,TRUE,"Novel bacterial clone type 1 (2_1)"
"S001589951","GQ502786","303","Pseudomonas putida",FALSE,TRUE,1765,FALSE,TRUE,"Pseudomonas putida (303)"
"S000413774","D37923","303","Pseudomonas putida",TRUE,TRUE,1803,FALSE,TRUE,"Pseudomonas putida (303)"
"S001095911","EU438846","303","Pseudomonas putida",FALSE,TRUE,1957,FALSE,TRUE,"Pseudomonas putida (303)"
"S001549449","FJ950550","303","Pseudomonas putida",FALSE,TRUE,2020,FALSE,TRUE,"Pseudomonas putida (303)"
"S001549474","FJ950575","303","Pseudomonas putida",FALSE,TRUE,2023,FALSE,TRUE,"Pseudomonas putida (303)"
"S000131865","AJ312165","316","Pseudomonas stutzeri",FALSE,TRUE,2100,FALSE,TRUE,"Pseudomonas stutzeri (316)"
"S001187337","AM905854","316","Pseudomonas stutzeri",FALSE,TRUE,2171,FALSE,TRUE,"Pseudomonas stutzeri (316)"
"S001187340","AM905857","316","Pseudomonas stutzeri",FALSE,TRUE,2174,FALSE,TRUE,"Pseudomonas stutzeri (316)"
"S000131535","AY153430","33030","Peptoniphilus indolicus",FALSE,TRUE,2209,FALSE,TRUE,"Peptoniphilus indolicus (33030)"
"S000398321","AY153431","33030","Peptoniphilus indolicus",FALSE,TRUE,2210,FALSE,TRUE,"Peptoniphilus indolicus (33030)"
"S000995190","D14147","33030","Peptoniphilus indolicus",TRUE,TRUE,2211,FALSE,TRUE,"Peptoniphilus indolicus (33030)"
"123F-26","","33031","Peptoniphilus lacrimalis",FALSE,TRUE,2212,FALSE,TRUE,"Peptoniphilus lacrimalis (33031)"
"123Q-6","","33031","Peptoniphilus lacrimalis",FALSE,TRUE,2213,FALSE,TRUE,"Peptoniphilus lacrimalis (33031)"
"4BVB-110","","33031","Peptoniphilus lacrimalis",FALSE,TRUE,2214,FALSE,TRUE,"Peptoniphilus lacrimalis (33031)"
"S000432296","AF542230","33031","Peptoniphilus lacrimalis",FALSE,TRUE,2216,FALSE,TRUE,"Peptoniphilus lacrimalis (33031)"
"S000995185","D14141","33031","Peptoniphilus lacrimalis",TRUE,TRUE,2217,TRUE,TRUE,"Peptoniphilus lacrimalis (33031)"
"1BVBACT-87","","33033","Parvimonas micra",FALSE,TRUE,2218,FALSE,TRUE,"Parvimonas micra (33033)"
"8BV-109","","33033","Parvimonas micra",FALSE,TRUE,2219,FALSE,TRUE,"Parvimonas micra (33033)"
"3376-129DG2R-65","","33033","Parvimonas micra",FALSE,TRUE,2220,FALSE,TRUE,"Parvimonas micra (33033)"
"3025-338F-5","","33033","Parvimonas micra",FALSE,TRUE,2221,FALSE,TRUE,"Parvimonas micra (33033)"
"123B-11-F","","33033","Parvimonas micra",FALSE,TRUE,2223,FALSE,TRUE,"Parvimonas micra (33033)"
"123F2-5","","33036","Anaerococcus tetradius",FALSE,TRUE,2233,FALSE,TRUE,"Anaerococcus tetradius (33036)"
"3001-189R-24","","33036","Anaerococcus tetradius",FALSE,TRUE,2235,FALSE,TRUE,"Anaerococcus tetradius (33036)"
"S000432300","AF542234","33036","Anaerococcus tetradius",FALSE,TRUE,2236,FALSE,TRUE,"Anaerococcus tetradius (33036)"
"S000995186","D14142","33036","Anaerococcus tetradius",TRUE,TRUE,2237,FALSE,TRUE,"Anaerococcus tetradius (33036)"
"S001589410","GQ422749","33036","Anaerococcus tetradius",FALSE,TRUE,2238,FALSE,TRUE,"Anaerococcus tetradius (33036)"
"113F4-90","","33037","Anaerococcus vaginalis",FALSE,TRUE,2239,FALSE,TRUE,"Anaerococcus vaginalis (33037)"
"S000432295","AF542229","33037","Anaerococcus vaginalis",FALSE,TRUE,2240,FALSE,TRUE,"Anaerococcus vaginalis (33037)"
"S000995189","D14146","33037","Anaerococcus vaginalis",TRUE,TRUE,2241,FALSE,TRUE,"Anaerococcus vaginalis (33037)"
"S000015704","AJ301825","33945","Enterococcus avium",FALSE,TRUE,2243,FALSE,TRUE,"Enterococcus avium (33945)"
"S000387859","AF133535","33945","Enterococcus avium",TRUE,TRUE,2245,FALSE,TRUE,"Enterococcus avium (33945)"
"S000428247","AF061008","33945","Enterococcus avium",FALSE,TRUE,2246,FALSE,TRUE,"Enterococcus avium (33945)"
"S000891902","DQ779961","33945","Enterococcus avium",FALSE,TRUE,2247,FALSE,TRUE,"Enterococcus avium (33945)"
"S001292632","EU391532","33945","Enterococcus avium",FALSE,TRUE,2248,FALSE,TRUE,"Enterococcus avium (33945)"
"S000653955","DQ458962","358","Agrobacterium tumefaciens",FALSE,TRUE,2257,FALSE,TRUE,"Agrobacterium tumefaciens (358)"
"S000654052","DQ463805","358","Agrobacterium tumefaciens",FALSE,TRUE,2258,FALSE,TRUE,"Agrobacterium tumefaciens (358)"
"S000468978","D12784","358","Agrobacterium tumefaciens",FALSE,TRUE,2303,FALSE,TRUE,"Agrobacterium tumefaciens (358)"
"S001152545","EF661856","358","Agrobacterium tumefaciens",FALSE,TRUE,2344,FALSE,TRUE,"Agrobacterium tumefaciens (358)"
"S000436036","M11223","358","Agrobacterium tumefaciens",TRUE,TRUE,2362,FALSE,TRUE,"Agrobacterium tumefaciens (358)"
"S000011559","X80500","38284","Corynebacterium accolens",TRUE,TRUE,2368,FALSE,TRUE,"Corynebacterium accolens (38284)"
"S000366402","AJ439346","38284","Corynebacterium accolens",FALSE,TRUE,2369,FALSE,TRUE,"Corynebacterium accolens (38284)"
"S000978896","AB359401","38284","Corynebacterium accolens",FALSE,TRUE,2370,FALSE,TRUE,"Corynebacterium accolens (38284)"
"S001577610","GQ338419","38284","Corynebacterium accolens",FALSE,TRUE,2371,FALSE,TRUE,"Corynebacterium accolens (38284)"
"112Q-65","","39948_1","Dialister sp. type 1",FALSE,TRUE,2372,FALSE,TRUE,"Dialister sp. type 1 (39948_1)"
"123F-25","","39948_1","Dialister sp. type 1",FALSE,TRUE,2373,FALSE,TRUE,"Dialister sp. type 1 (39948_1)"
"123F3-54","","39948_1","Dialister sp. type 1",FALSE,TRUE,2374,FALSE,TRUE,"Dialister sp. type 1 (39948_1)"
"136B-27","","39948_1","Dialister sp. type 1",FALSE,TRUE,2375,FALSE,TRUE,"Dialister sp. type 1 (39948_1)"
"3BV-106","","39948_1","Dialister sp. type 1",FALSE,TRUE,2376,FALSE,TRUE,"Dialister sp. type 1 (39948_1)"
"3BV-74","","39948_1","Dialister sp. type 1",FALSE,TRUE,2377,FALSE,TRUE,"Dialister sp. type 1 (39948_1)"
"4BVB-11","","39948_1","Dialister sp. type 1",FALSE,TRUE,2378,FALSE,TRUE,"Dialister sp. type 1 (39948_1)"
"4VAG-89","","39948_1","Dialister sp. type 1",FALSE,TRUE,2379,FALSE,TRUE,"Dialister sp. type 1 (39948_1)"
"7BVB-73","","39948_1","Dialister sp. type 1",FALSE,TRUE,2380,FALSE,TRUE,"Dialister sp. type 1 (39948_1)"
"113S1-83","","39948_2","Dialister sp. type 2",FALSE,TRUE,2382,FALSE,TRUE,"Dialister sp. type 2 (39948_2)"
"123F-3","","39948_2","Dialister sp. type 2",FALSE,TRUE,2384,FALSE,TRUE,"Dialister sp. type 2 (39948_2)"
"123F2-80","","39948_2","Dialister sp. type 2",FALSE,TRUE,2385,FALSE,TRUE,"Dialister sp. type 2 (39948_2)"
"123F3-78","","39948_2","Dialister sp. type 2",FALSE,TRUE,2386,FALSE,TRUE,"Dialister sp. type 2 (39948_2)"
"123Q-21","","39948_2","Dialister sp. type 2",FALSE,TRUE,2387,FALSE,TRUE,"Dialister sp. type 2 (39948_2)"
"163B-19","","39948_2","Dialister sp. type 2",FALSE,TRUE,2388,FALSE,TRUE,"Dialister sp. type 2 (39948_2)"
"1BV-20","","39948_2","Dialister sp. type 2",FALSE,TRUE,2389,FALSE,TRUE,"Dialister sp. type 2 (39948_2)"
"1BVBACT-2","","39948_2","Dialister sp. type 2",FALSE,TRUE,2390,FALSE,TRUE,"Dialister sp. type 2 (39948_2)"
"7BVA-47","","39948_2","Dialister sp. type 2",FALSE,TRUE,2394,FALSE,TRUE,"Dialister sp. type 2 (39948_2)"
"7BVB-75","","39948_2","Dialister sp. type 2",FALSE,TRUE,2395,FALSE,TRUE,"Dialister sp. type 2 (39948_2)"
"123B-72","","40543","Sneathia sanguinegens",FALSE,TRUE,2396,FALSE,TRUE,"Sneathia sanguinegens (40543)"
"4BVB-23","","40543","Sneathia sanguinegens",FALSE,TRUE,2401,FALSE,TRUE,"Sneathia sanguinegens (40543)"
"5BVBACT-111","","40543","Sneathia sanguinegens",FALSE,TRUE,2403,FALSE,TRUE,"Sneathia sanguinegens (40543)"
"7BVB-4","","40543","Sneathia sanguinegens",FALSE,TRUE,2406,FALSE,TRUE,"Sneathia sanguinegens (40543)"
"S000096693","AJ344093","40543","Sneathia sanguinegens",TRUE,TRUE,2407,FALSE,TRUE,"Sneathia sanguinegens (40543)"
"113S1-21","","40544","Sutterella",FALSE,TRUE,2409,FALSE,TRUE,"Sutterella (40544)"
"S000017346","AJ278695","419015","Alloscardovia omnicolens",FALSE,TRUE,2410,FALSE,TRUE,"Alloscardovia omnicolens (419015)"
"S000018908","AJ278694","419015","Alloscardovia omnicolens",FALSE,TRUE,2411,FALSE,TRUE,"Alloscardovia omnicolens (419015)"
"S000775411","AM419458","419015","Alloscardovia omnicolens",FALSE,TRUE,2412,FALSE,TRUE,"Alloscardovia omnicolens (419015)"
"S000775412","AM419459","419015","Alloscardovia omnicolens",FALSE,TRUE,2413,FALSE,TRUE,"Alloscardovia omnicolens (419015)"
"S000775413","AM419460","419015","Alloscardovia omnicolens",FALSE,TRUE,2414,FALSE,TRUE,"Alloscardovia omnicolens (419015)"
"S000651751","DQ379505","470","Acinetobacter baumannii",FALSE,TRUE,2421,FALSE,TRUE,"Acinetobacter baumannii (470)"
"S001098970","EU661697","470","Acinetobacter baumannii",FALSE,TRUE,2439,FALSE,TRUE,"Acinetobacter baumannii (470)"
"S001098973","EU661700","470","Acinetobacter baumannii",FALSE,TRUE,2440,FALSE,TRUE,"Acinetobacter baumannii (470)"
"S001239719","EF159726","470","Acinetobacter baumannii",FALSE,TRUE,2451,FALSE,TRUE,"Acinetobacter baumannii (470)"
"S001263766","FJ009590","470","Acinetobacter baumannii",FALSE,TRUE,2452,FALSE,TRUE,"Acinetobacter baumannii (470)"
"S000381579","Z93434","471","Acinetobacter calcoaceticus",TRUE,TRUE,2474,TRUE,TRUE,"Acinetobacter calcoaceticus (471)"
"S000508582","AY823621","471","Acinetobacter calcoaceticus",FALSE,TRUE,2477,FALSE,TRUE,"Acinetobacter calcoaceticus (471)"
"S000927437","EU118781","471","Acinetobacter calcoaceticus",FALSE,TRUE,2489,FALSE,TRUE,"Acinetobacter calcoaceticus (471)"
"S001351609","FJ816062","471","Acinetobacter calcoaceticus",FALSE,TRUE,2522,FALSE,TRUE,"Acinetobacter calcoaceticus (471)"
"S001574903","FJ976609","471","Acinetobacter calcoaceticus",FALSE,TRUE,2550,FALSE,TRUE,"Acinetobacter calcoaceticus (471)"
"S000389888","AF243146","47715","Lactobacillus rhamnosus",FALSE,TRUE,2557,FALSE,TRUE,"Lactobacillus rhamnosus (47715)"
"S000422104","AY675253","47715","Lactobacillus rhamnosus",FALSE,TRUE,2559,FALSE,TRUE,"Lactobacillus rhamnosus (47715)"
"S000422105","AY675254","47715","Lactobacillus rhamnosus",FALSE,TRUE,2560,FALSE,TRUE,"Lactobacillus rhamnosus (47715)"
"S000444212","AY773957","47715","Lactobacillus rhamnosus",FALSE,TRUE,2561,FALSE,TRUE,"Lactobacillus rhamnosus (47715)"
"S000444213","AY773958","47715","Lactobacillus rhamnosus",FALSE,TRUE,2562,FALSE,TRUE,"Lactobacillus rhamnosus (47715)"
"S000478280","AY852248","47715","Lactobacillus rhamnosus",FALSE,TRUE,2563,FALSE,TRUE,"Lactobacillus rhamnosus (47715)"
"S000859948","EF534204","47715","Lactobacillus rhamnosus",FALSE,TRUE,2567,FALSE,TRUE,"Lactobacillus rhamnosus (47715)"
"S001241390","FJ409226","47715","Lactobacillus rhamnosus",FALSE,TRUE,2571,FALSE,TRUE,"Lactobacillus rhamnosus (47715)"
"S001548994","EU825659","47715","Lactobacillus rhamnosus",FALSE,TRUE,2572,FALSE,TRUE,"Lactobacillus rhamnosus (47715)"
"S001589620","GQ461595","47715","Lactobacillus rhamnosus",FALSE,TRUE,2574,FALSE,TRUE,"Lactobacillus rhamnosus (47715)"
"136F-115","","47770","Lactobacillus crispatus",FALSE,TRUE,2581,FALSE,TRUE,"Lactobacillus crispatus (47770)"
"4VAG-338F-15","","47770","Lactobacillus crispatus",FALSE,TRUE,2594,FALSE,TRUE,"Lactobacillus crispatus (47770)"
"S000003123","AJ242969","47770","Lactobacillus crispatus",FALSE,TRUE,2595,FALSE,TRUE,"Lactobacillus crispatus (47770)"
"S000009255","Y17362","47770","Lactobacillus crispatus",TRUE,TRUE,2596,FALSE,TRUE,"Lactobacillus crispatus (47770)"
"S000389883","AF243141","47770","Lactobacillus crispatus",FALSE,TRUE,2597,FALSE,TRUE,"Lactobacillus crispatus (47770)"
"S000389909","AF243167","47770","Lactobacillus crispatus",FALSE,TRUE,2601,FALSE,TRUE,"Lactobacillus crispatus (47770)"
"S000389917","AF243175","47770","Lactobacillus crispatus",FALSE,TRUE,2607,FALSE,TRUE,"Lactobacillus crispatus (47770)"
"S000636272","DQ316398","47770","Lactobacillus crispatus",FALSE,TRUE,2610,FALSE,TRUE,"Lactobacillus crispatus (47770)"
"S000636355","DQ317604","47770","Lactobacillus crispatus",FALSE,TRUE,2611,FALSE,TRUE,"Lactobacillus crispatus (47770)"
"S000639015","DQ333457","47770","Lactobacillus crispatus",FALSE,TRUE,2612,FALSE,TRUE,"Lactobacillus crispatus (47770)"
"S000005899","D84015","47880","Pseudomonas fulva",TRUE,TRUE,2619,FALSE,TRUE,"Pseudomonas fulva (47880)"
"S000261175","AB046997","47880","Pseudomonas fulva",FALSE,TRUE,2620,FALSE,TRUE,"Pseudomonas fulva (47880)"
"S000587583","DQ141541","47880","Pseudomonas fulva",FALSE,TRUE,2624,FALSE,TRUE,"Pseudomonas fulva (47880)"
"S001198469","EU239167","47880","Pseudomonas fulva",FALSE,TRUE,2635,FALSE,TRUE,"Pseudomonas fulva (47880)"
"S001241512","FJ418772","47880","Pseudomonas fulva",FALSE,TRUE,2637,FALSE,TRUE,"Pseudomonas fulva (47880)"
"S001609989","EU977586","47885","Pseudomonas oryzihabitans",FALSE,TRUE,2648,FALSE,TRUE,"Pseudomonas oryzihabitans (47885)"
"S001610120","EU977717","47885","Pseudomonas oryzihabitans",FALSE,TRUE,2651,FALSE,TRUE,"Pseudomonas oryzihabitans (47885)"
"S001610143","EU977740","47885","Pseudomonas oryzihabitans",FALSE,TRUE,2654,FALSE,TRUE,"Pseudomonas oryzihabitans (47885)"
"S001610144","EU977741","47885","Pseudomonas oryzihabitans",FALSE,TRUE,2655,FALSE,TRUE,"Pseudomonas oryzihabitans (47885)"
"S000004324","D84004","47885","Pseudomonas oryzihabitans",TRUE,TRUE,2657,FALSE,TRUE,"Pseudomonas oryzihabitans (47885)"
